61
103
52
29
0	0	0
1	1	0
2	2	0
3	3	0
4	4	0
5	5	0
6	6	0
7	7	0
8	0.5	0.866025
9	1.5	0.866025
10	2.5	0.866025
11	3.5	0.866025
12	4.5	0.866025
13	5.5	0.866025
14	6.5	0.866025
15	7.5	0.866025
16	0	1.73205
17	1	1.73205
18	2	1.73205
19	3	1.73205
20	4	1.73205
21	5	1.73205
22	6	1.73205
23	7	1.73205
24	0.5	2.59808
25	1.5	2.59808
26	2.5	2.59808
27	3.5	2.59808
28	4.5	2.59808
29	5.5	2.59808
30	6.5	2.59808
31	7.5	2.59808
32	0	3.4641
33	1	3.4641
34	2	3.4641
35	3	3.4641
36	4	3.4641
37	5	3.4641
38	6	3.4641
39	7	3.4641
40	0.5	4.33013
41	1.5	4.33013
42	2.5	4.33013
43	3.5	4.33013
44	4.5	4.33013
45	5.5	4.33013
46	6.5	4.33013
47	7.5	6.06218
48	0	5.19615
49	1	5.19615
50	2	5.19615
51	3	5.19615
52	4	5.19615
53	5	5.19615
54	6	5.19615
55	6.5	6.06218
56	0.5	6.06218
57	1.5	6.06218
58	2.5	6.06218
59	3.5	6.06218
60	4.5	6.06218
0	8	0	0	1
0	56	0	-1	1
0	15	-1	0	1
1	9	0	0	1
1	8	0	0	1
1	56	0	-1	1
1	57	0	-1	1
2	58	0	-1	1
2	9	0	0	1
2	3	0	0	1
3	59	0	-1	1
3	11	0	0	1
4	60	0	-1	1
4	11	0	0	1
4	5	0	0	1
5	13	0	0	1
5	6	0	0	1
6	13	0	0	1
6	7	0	0	1
6	55	0	-1	1
7	47	0	-1	1
7	15	0	0	1
8	16	0	0	1
10	18	0	0	1
10	11	0	0	1
10	19	0	0	1
11	12	0	0	1
11	19	0	0	1
11	20	0	0	1
12	13	0	0	1
12	20	0	0	1
14	23	0	0	1
14	15	0	0	1
15	16	1	0	1
16	17	0	0	1
16	31	-1	0	1
17	25	0	0	1
18	19	0	0	1
19	27	0	0	1
19	20	0	0	1
20	27	0	0	1
20	28	0	0	1
21	29	0	0	1
21	28	0	0	1
21	22	0	0	1
22	29	0	0	1
22	23	0	0	1
23	31	0	0	1
24	25	0	0	1
24	33	0	0	1
24	31	-1	0	1
24	32	0	0	1
25	34	0	0	1
26	34	0	0	1
26	27	0	0	1
28	29	0	0	1
29	30	0	0	1
29	37	0	0	1
30	31	0	0	1
30	38	0	0	1
31	39	0	0	1
32	33	0	0	1
33	40	0	0	1
33	34	0	0	1
33	41	0	0	1
34	35	0	0	1
35	42	0	0	1
35	43	0	0	1
36	37	0	0	1
36	43	0	0	1
37	45	0	0	1
37	38	0	0	1
38	45	0	0	1
38	39	0	0	1
38	46	0	0	1
40	41	0	0	1
41	50	0	0	1
42	43	0	0	1
43	52	0	0	1
43	51	0	0	1
44	52	0	0	1
44	45	0	0	1
45	46	0	0	1
45	53	0	0	1
45	54	0	0	1
46	54	0	0	1
47	48	1	0	1
47	55	0	0	1
47	56	1	0	1
48	49	0	0	1
48	56	0	0	1
49	56	0	0	1
49	57	0	0	1
50	58	0	0	1
50	51	0	0	1
51	58	0	0	1
51	59	0	0	1
52	60	0	0	1
52	59	0	0	1
52	53	0	0	1
53	54	0	0	1
56	57	0	0	1
59	60	0	0	1
0	56	0	-1	15	-1	0	0
1	57	0	-1	8	0	0	0
1	56	0	-1	9	0	0	0
2	58	0	-1	9	0	0	0
4	60	0	-1	11	0	0	0
5	4	0	0	6	0	0	0
6	5	0	0	7	0	0	0
6	55	0	-1	13	0	0	0
8	1	0	0	16	0	0	0
11	10	0	0	12	0	0	0
11	3	0	0	20	0	0	0
11	4	0	0	19	0	0	0
12	11	0	0	13	0	0	0
15	7	0	0	16	1	0	0
16	8	0	0	31	-1	0	0
19	18	0	0	20	0	0	0
19	10	0	0	27	0	0	0
20	12	0	0	27	0	0	0
20	11	0	0	28	0	0	0
22	21	0	0	23	0	0	0
23	14	0	0	31	0	0	0
24	31	-1	0	25	0	0	0
25	17	0	0	34	0	0	0
29	28	0	0	30	0	0	0
29	22	0	0	37	0	0	0
30	29	0	0	31	0	0	0
31	30	0	0	24	1	0	0
31	16	1	0	39	0	0	0
33	32	0	0	34	0	0	0
33	24	0	0	41	0	0	0
34	33	0	0	35	0	0	0
37	36	0	0	38	0	0	0
38	37	0	0	39	0	0	0
38	30	0	0	45	0	0	0
41	33	0	0	50	0	0	0
43	36	0	0	51	0	0	0
43	35	0	0	52	0	0	0
45	44	0	0	46	0	0	0
45	37	0	0	54	0	0	0
45	38	0	0	53	0	0	0
47	55	0	0	56	1	0	0
47	48	1	0	7	0	1	0
50	41	0	0	58	0	0	0
51	43	0	0	58	0	0	0
52	44	0	0	59	0	0	0
52	43	0	0	60	0	0	0
53	52	0	0	54	0	0	0
56	47	-1	0	57	0	0	0
56	48	0	0	1	0	1	0
56	49	0	0	0	0	1	0
58	51	0	0	2	0	1	0
59	52	0	0	3	0	1	0
49	56	0	15
57	1	8	16	31	39
48	56	1	9
36	43	51	58	2	9
60	4	11	19
4	5	6	7
55	6	13
10	11	12	13
3	11	20	28
7	15	16
18	19	20
10	19	27
12	20	27
21	22	23
14	23	31
28	29	30	31	24	25
17	25	34
22	29	37
32	33	34	35
24	33	41	50	58
36	37	38	39
30	38	45	53
35	43	52	60
44	45	46
37	45	54
55	47	56	57
48	47	7
44	52	59	3
52	53	54
