0.0001	2.58193e-14
0.000205	7.25303e-14
0.00031525	1.66603e-13
0.000431012	2.78855e-13
0.000552563	4.3571e-13
0.000680191	6.3401e-13
0.000814201	9.08525e-13
0.000954911	1.21301e-12
0.00110266	1.64366e-12
0.00125779	2.11285e-12
0.00142068	2.56435e-12
0.00159171	3.21326e-12
0.0017713	3.93919e-12
0.00195986	4.84447e-12
0.00215786	5.74177e-12
0.00236575	6.94409e-12
0.00258404	8.32559e-12
0.00281324	9.73272e-12
0.0030539	1.14375e-11
0.0033066	1.34186e-11
0.00357193	1.56407e-11
0.00385052	1.80572e-11
0.00414305	2.06456e-11
0.0044502	2.37013e-11
0.00477271	2.7063e-11
0.00511135	3.11549e-11
0.00546691	3.56822e-11
0.00584026	3.98299e-11
0.00623227	4.53418e-11
0.00664388	5.15633e-11
0.00707608	5.85869e-11
0.00752988	6.62506e-11
0.00800638	7.44659e-11
0.0085067	8.41949e-11
0.00903203	9.48617e-11
0.00958363	1.07012e-10
0.0101628	1.20406e-10
0.010771	1.35502e-10
0.0114095	1.51999e-10
0.01208	1.70477e-10
0.012784	1.91154e-10
0.0135232	2.13932e-10
0.0142993	2.33295e-10
0.0151143	2.61017e-10
0.01597	2.91715e-10
0.0168685	3.26251e-10
0.0178119	3.63943e-10
0.0188025	4.06155e-10
0.0198427	4.53256e-10
0.0209348	5.0467e-10
0.0220815	5.62654e-10
0.0232856	6.26645e-10
0.0245499	6.98683e-10
0.0258774	7.77689e-10
0.0272713	8.6553e-10
0.0287348	9.64152e-10
0.0302716	1.07341e-09
0.0318851	1.19517e-09
0.0335794	1.32987e-09
0.0353584	1.47994e-09
0.0372263	1.64795e-09
0.0391876	1.83518e-09
0.041247	2.0434e-09
0.0434093	2.27474e-09
0.0456798	2.4343e-09
0.0480638	2.68431e-09
0.050567	2.98758e-09
0.0531953	3.32699e-09
0.0559551	3.70706e-09
0.0588529	4.1323e-09
0.0618955	4.60869e-09
0.0650903	5.14223e-09
0.0684448	5.74008e-09
0.071967	6.41038e-09
0.0756654	7.16212e-09
0.0795486	8.00548e-09
0.0836261	8.95244e-09
0.0879074	1.00166e-08
0.0924027	1.12128e-08
0.0971229	1.25632e-08
0.102079	1.40919e-08
0.107283	1.5824e-08
0.112747	1.77873e-08
0.118484	2.00145e-08
0.124509	2.25377e-08
0.130834	2.54003e-08
0.137476	2.86512e-08
0.14445	3.23467e-08
0.151772	3.65553e-08
0.159461	4.1359e-08
0.167534	4.68581e-08
0.17601	5.31512e-08
0.184911	6.03655e-08
0.194257	6.8648e-08
0.204069	7.81827e-08
0.214373	8.8385e-08
0.225191	1.01345e-07
0.236551	1.16539e-07
0.248479	1.30024e-07
0.261003	1.51225e-07
0.274153	1.77131e-07
0.28796	2.0937e-07
0.302458	2.50363e-07
0.317681	3.04884e-07
0.333665	3.8078e-07
0.350449	4.89077e-07
0.368071	6.786e-07
0.386574	1.50108e-06
0.406003	1.00824e-05
0.426403	3.33973e-05
0.447824	7.79528e-05
0.470315	0.000150184
0.49393	0.000258189
0.518727	0.00041196
0.544763	0.00062317
0.572102	0.000899386
0.600807	0.00125265
0.630947	0.00171587
0.662594	0.00230389
0.695824	0.00303991
0.730715	0.00395186
0.767351	0.00504781
0.805818	0.00640995
0.846209	0.00806373
0.88862	0.010062
0.933151	0.0124666
0.979908	0.0153486
1.029	0.0187888
1.08055	0.0228803
1.13468	0.0277293
1.19152	0.0334558
1.25119	0.0401968
1.31385	0.0481104
1.37964	0.0573844
1.44873	0.0682344
1.52126	0.0807133
1.59743	0.0954074
1.6774	0.112596
1.76137	0.132504
1.84953	0.155505
1.94211	0.182069
2.03932	0.212954
2.14138	0.248595
2.24855	0.289639
2.36108	0.336821
2.47923	0.390902
2.6033	0.452706
2.73356	0.523441
2.87034	0.604175
3.01395	0.696047
3.16475	0.800925
3.32309	0.920261
3.48934	1.05586
3.66391	1.20971
3.84721	1.38398
4.03967	1.58132
4.24175	1.80437
4.45394	2.05618
4.67674	2.34018
4.91067	2.66017
5.15631	3.02024
5.41422	3.42495
5.68503	3.87919
5.96938	4.38896
6.26795	4.96026
6.58145	5.60004
6.91062	6.31589
7.25626	7.11622
7.61917	8.01035
8.00023	9.00857
8.40034	10.1222
8.82045	11.3639
9.26158	12.7475
9.72476	14.2883
10.2111	16.0033
