0.01025	2.54673e-10
0.0105125	2.6779e-10
0.0107881	2.8214e-10
0.0110775	2.97542e-10
0.0113814	3.14205e-10
0.0117005	3.32153e-10
0.0120355	3.51555e-10
0.0123873	3.72502e-10
0.0127566	3.95252e-10
0.0131445	4.19785e-10
0.0135517	4.46345e-10
0.0139793	4.75166e-10
0.0144282	5.06368e-10
0.0148997	5.40224e-10
0.0153946	5.76966e-10
0.0159144	6.16768e-10
0.0164601	6.60197e-10
0.0170331	7.07231e-10
0.0176348	7.58718e-10
0.0182665	8.1486e-10
0.0189298	8.76572e-10
0.0196263	9.44539e-10
0.0203576	1.01999e-09
0.0211255	1.1039e-09
0.0219318	1.19797e-09
0.0227784	1.30371e-09
0.0236673	1.42302e-09
0.0246006	1.558e-09
0.0255807	1.71083e-09
0.0266097	1.88403e-09
0.0276902	2.08071e-09
0.0288247	2.30404e-09
0.0300159	2.55781e-09
0.0312667	2.84697e-09
0.0325801	3.17661e-09
0.0339591	3.55162e-09
0.035407	3.97791e-09
0.0369274	4.46217e-09
0.0385238	5.01157e-09
0.0401999	5.63455e-09
0.0419599	6.34034e-09
0.0438079	7.1393e-09
0.0457483	8.04448e-09
0.0477858	9.07047e-09
0.049925	1.02326e-08
0.0521713	1.1548e-08
0.0545299	1.3036e-08
0.0570063	1.47185e-08
0.0596067	1.66219e-08
0.062337	1.87781e-08
0.0652038	2.12241e-08
0.068214	2.4004e-08
0.0713747	2.71703e-08
0.0746935	3.07835e-08
0.0781782	3.49168e-08
0.0818371	3.96546e-08
0.0856789	4.5098e-08
0.0897129	5.13674e-08
0.0939485	5.86065e-08
0.0983959	6.69876e-08
0.103066	7.67133e-08
0.107969	8.80246e-08
0.113117	1.01205e-07
0.118523	1.16588e-07
0.1242	1.34585e-07
0.130159	1.54897e-07
0.136417	1.7917e-07
0.142988	2.08003e-07
0.149888	2.42249e-07
0.157132	2.82862e-07
0.164739	3.30776e-07
0.172726	3.8759e-07
0.181112	4.57905e-07
0.189918	5.47044e-07
0.199163	6.62358e-07
0.208872	8.1578e-07
0.219065	1.02724e-06
0.229768	1.32895e-06
0.241007	1.79421e-06
0.252807	2.62019e-06
0.265198	4.27964e-06
0.278207	7.66755e-06
0.291868	1.36518e-05
0.306211	2.3041e-05
0.321272	3.67495e-05
0.337085	5.58295e-05
0.35369	8.15821e-05
0.371124	0.00011576
0.38943	0.000160856
0.408652	0.000220087
0.428834	0.000286487
0.450026	0.000381559
0.472277	0.000503085
0.495641	0.000631073
0.520173	0.000821718
0.545932	0.00105962
0.572979	0.00135446
0.601378	0.00171735
0.631196	0.00216171
0.662506	0.00270251
0.695382	0.00336037
0.729901	0.00415914
0.766146	0.00512778
0.804203	0.00629685
0.844163	0.00769077
0.886121	0.00938346
0.930177	0.011412
0.976436	0.0138356
1.02501	0.0166804
1.07601	0.0200891
1.12956	0.0241418
1.18579	0.0289286
1.24483	0.0345608
1.30682	0.0411855
1.37191	0.0489442
1.44025	0.0580263
1.51202	0.0685292
1.58737	0.0808407
1.66649	0.0951949
1.74956	0.111858
1.83679	0.131174
1.92838	0.153385
2.02455	0.179072
2.12552	0.208823
2.23155	0.243156
2.34288	0.28263
2.45977	0.327952
2.58251	0.379917
2.71139	0.439369
2.8467	0.507329
2.98879	0.584902
3.13798	0.673324
3.29463	0.773967
3.45911	0.888369
3.63181	1.01826
3.81316	1.1655
4.00356	1.33217
4.20349	1.52056
4.41342	1.73325
4.63384	1.97302
4.86528	2.2431
5.10829	2.54692
5.36346	2.88833
5.63138	3.27159
5.9127	3.70142
6.20808	4.18305
6.51824	4.7222
6.8439	5.32533
7.18585	5.99949
7.54489	6.7525
7.92188	7.59299
8.31773	8.53056
8.73336	9.57577
9.16978	10.7403
9.62802	12.0371
10.1092	13.4804
10.6144	15.0859
11.1448	16.8711
11.7018	18.8552
12.2867	21.0593
